Employee ID,Age,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Employee Count,Gender,Job Level,Job Role,Marital Status,Monthly Income,Num Companies Worked,Over 18,Percent Salary Hike,Standard Hours,Stock Option Level,Total Working Years,Training Times Last Year,Years At Company,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Job Satisfaction,Work Life Balance,Job Involvement,Performance Rating,Salary Category,Age Group
3651,36,No,Travel Frequently,Sales,16,2,Life Sciences,1,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13,1,1,2,3,3,Low,
1208,36,No,Travel Frequently,Research & Development,5,1,Technical Degree,1,Male,1,Sales Executive,Married,13590,4,Y,12,8,0,17,2,5,0,3,3,4,3,3,3,Low,
2678,36,No,Travel Frequently,Research & Development,5,1,Technical Degree,1,Male,1,Sales Executive,Married,13590,4,Y,12,8,0,17,2,5,0,3,3,4,3,3,3,Low,
4148,36,No,Travel Frequently,Research & Development,5,1,Technical Degree,1,Male,1,Sales Executive,Married,13590,4,Y,12,8,0,17,2,5,0,3,3,4,3,3,3,Low,
1401,34,No,Travel Frequently,Human Resources,7,4,Other,1,Female,1,Research Scientist,Married,13930,1,Y,11,8,2,10,4,10,1,9,4,3,2,4,3,Low,
2871,34,No,Travel Frequently,Human Resources,7,4,Other,1,Female,1,Research Scientist,Married,13930,1,Y,11,8,2,10,4,10,1,9,4,3,2,4,3,Low,
4341,34,No,Travel Frequently,Human Resources,7,4,Other,1,Female,1,Research Scientist,Married,13930,1,Y,11,8,2,10,4,10,1,9,4,3,2,4,3,Low,
973,24,No,Travel Rarely,Research & Development,3,3,Life Sciences,1,Female,1,Research Scientist,Divorced,14160,1,Y,15,8,1,6,3,6,1,2,2,1,4,2,3,Low,
2443,24,No,Travel Rarely,Research & Development,3,3,Life Sciences,1,Female,1,Research Scientist,Divorced,14160,1,Y,15,8,1,6,3,6,1,2,2,1,4,2,3,Low,
3913,24,No,Travel Rarely,Research & Development,3,3,Life Sciences,1,Female,1,Research Scientist,Divorced,14160,1,Y,15,8,1,6,3,6,1,2,2,1,4,2,3,Low,
492,52,Yes,Travel Rarely,Research & Development,5,4,Medical,1,Female,4,Human Resources,Married,14200,1,Y,13,8,1,33,2,32,6,9,1,4,3,4,3,Low,
1962,52,Yes,Travel Rarely,Research & Development,5,4,Medical,1,Female,4,Human Resources,Married,14200,1,Y,13,8,1,33,2,32,6,9,1,4,3,4,3,Low,
3432,52,Yes,Travel Rarely,Research & Development,5,4,Medical,1,Female,4,Human Resources,Married,14200,1,Y,13,8,1,33,2,32,6,9,1,4,3,4,3,Low,
345,30,No,Travel Rarely,Research & Development,7,3,Technical Degree,1,Male,2,Research Director,Single,14830,5,Y,13,8,0,12,3,0,0,0,3,4,2,3,3,Low,
1815,30,No,Travel Rarely,Research & Development,7,3,Technical Degree,1,Male,2,Research Director,Single,14830,5,Y,13,8,0,12,3,0,0,0,3,4,2,3,3,Low,
3285,30,No,Travel Rarely,Research & Development,7,3,Technical Degree,1,Male,2,Research Director,Single,14830,5,Y,13,8,0,12,3,0,0,0,3,4,2,3,3,Low,
37,37,No,Travel Frequently,Sales,9,1,Marketing,1,Male,1,Laboratory Technician,Married,15140,1,Y,14,8,0,4,3,4,1,2,2,4,2,3,3,Medium,
1507,37,No,Travel Frequently,Sales,9,1,Marketing,1,Male,1,Laboratory Technician,Married,15140,1,Y,14,8,0,4,3,4,1,2,2,4,2,3,3,Medium,
2977,37,No,Travel Frequently,Sales,9,1,Marketing,1,Male,1,Laboratory Technician,Married,15140,1,Y,14,8,0,4,3,4,1,2,2,4,2,3,3,Medium,
1418,29,Yes,Travel Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Married,15550,1,Y,19,8,2,10,2,10,1,9,2,4,2,3,3,Medium,
2888,29,Yes,Travel Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Married,15550,1,Y,19,8,2,10,2,10,1,9,2,4,2,3,3,Medium,
4358,29,Yes,Travel Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Married,15550,1,Y,19,8,2,10,2,10,1,9,2,4,2,3,3,Medium,
1265,44,No,Travel Rarely,Research & Development,1,1,Medical,1,Female,3,Research Scientist,Divorced,15630,5,Y,12,8,2,9,3,4,1,3,2,1,2,3,3,Medium,
2735,44,No,Travel Rarely,Research & Development,1,1,Medical,1,Female,3,Research Scientist,Divorced,15630,5,Y,12,8,2,9,3,4,1,3,2,1,2,3,3,Medium,
4205,44,No,Travel Rarely,Research & Development,1,1,Medical,1,Female,3,Research Scientist,Divorced,15630,5,Y,12,8,2,9,3,4,1,3,2,1,2,3,3,Medium,
1349,51,Yes,Travel Frequently,Research & Development,6,3,Life Sciences,1,Female,1,Ma0ger,Single,15690,2,Y,11,8,0,18,2,4,0,3,1,4,3,4,3,Medium,
2819,51,Yes,Travel Frequently,Research & Development,6,3,Life Sciences,1,Female,1,Ma0ger,Single,15690,2,Y,11,8,0,18,2,4,0,3,1,4,3,4,3,Medium,
4289,51,Yes,Travel Frequently,Research & Development,6,3,Life Sciences,1,Female,1,Ma0ger,Single,15690,2,Y,11,8,0,18,2,4,0,3,1,4,3,4,3,Medium,55 and above
781,48,No,Travel Rarely,Research & Development,24,3,Technical Degree,1,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2,3,1,3,3,3,Medium,55 and above
2251,48,No,Travel Rarely,Research & Development,24,3,Technical Degree,1,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2,3,1,3,3,3,Medium,55 and above
3721,48,No,Travel Rarely,Research & Development,24,3,Technical Degree,1,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2,3,1,3,3,3,Medium,35-44
1168,33,No,Travel Rarely,Sales,3,4,Medical,1,Male,3,Healthcare Representative,Married,16110,0,Y,14,8,0,10,2,9,8,1,2,4,3,2,3,Medium,35-44
2638,33,No,Travel Rarely,Sales,3,4,Medical,1,Male,3,Healthcare Representative,Married,16110,0,Y,14,8,0,10,2,9,8,1,2,4,3,2,3,Medium,35-44
4108,33,No,Travel Rarely,Sales,3,4,Medical,1,Male,3,Healthcare Representative,Married,16110,0,Y,14,8,0,10,2,9,8,1,2,4,3,2,3,Medium,Under 25
323,35,No,Travel Rarely,Research & Development,5,4,Medical,1,Male,3,Ma0ger,Married,16750,1,Y,16,8,0,3,6,3,0,2,1,4,2,2,3,Medium,Under 25
1793,35,No,Travel Rarely,Research & Development,5,4,Medical,1,Male,3,Ma0ger,Married,16750,1,Y,16,8,0,3,6,3,0,2,1,4,2,2,3,Medium,Under 25
3263,35,No,Travel Rarely,Research & Development,5,4,Medical,1,Male,3,Ma0ger,Married,16750,1,Y,16,8,0,3,6,3,0,2,1,4,2,2,3,Medium,25-34
612,46,No,Travel Rarely,Research & Development,8,4,Other,1,Male,3,Ma0ger,Married,17020,5,Y,21,8,0,25,2,4,0,3,4,2,3,3,4,Medium,25-34
2082,46,No,Travel Rarely,Research & Development,8,4,Other,1,Male,3,Ma0ger,Married,17020,5,Y,21,8,0,25,2,4,0,3,4,2,3,3,4,Medium,25-34
3552,46,No,Travel Rarely,Research & Development,8,4,Other,1,Male,3,Ma0ger,Married,17020,5,Y,21,8,0,25,2,4,0,3,4,2,3,3,4,Medium,35-44
811,28,Yes,Travel Frequently,Sales,1,3,Marketing,1,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0,3,1,2,3,3,Medium,35-44
2281,28,Yes,Travel Frequently,Sales,1,3,Marketing,1,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0,3,1,2,3,3,Medium,35-44
3751,28,Yes,Travel Frequently,Sales,1,3,Marketing,1,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0,3,1,2,3,3,Medium,Under 25
164,29,Yes,Travel Rarely,Research & Development,19,4,Life Sciences,1,Male,3,Research Scientist,Married,17900,5,Y,16,8,1,6,4,2,1,1,3,2,4,2,3,Medium,Under 25
1634,29,Yes,Travel Rarely,Research & Development,19,4,Life Sciences,1,Male,3,Research Scientist,Married,17900,5,Y,16,8,1,6,4,2,1,1,3,2,4,2,3,Medium,Under 25
3104,29,Yes,Travel Rarely,Research & Development,19,4,Life Sciences,1,Male,3,Research Scientist,Married,17900,5,Y,16,8,1,6,4,2,1,1,3,2,4,2,3,Medium,25-34
1088,35,No,Travel Rarely,Sales,2,1,Technical Degree,1,Male,2,Laboratory Technician,Married,18590,0,Y,25,8,1,4,2,3,0,2,4,2,3,2,4,Medium,25-34
2558,35,No,Travel Rarely,Sales,2,1,Technical Degree,1,Male,2,Laboratory Technician,Married,18590,0,Y,25,8,1,4,2,3,0,2,4,2,3,2,4,Medium,25-34
4028,35,No,Travel Rarely,Sales,2,1,Technical Degree,1,Male,2,Laboratory Technician,Married,18590,0,Y,25,8,1,4,2,3,0,2,4,2,3,2,4,Medium,25-34
653,23,No,Travel Rarely,Sales,2,3,Medical,1,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1,4,3,3,3,3,Medium,25-34
2123,23,No,Travel Rarely,Sales,2,3,Medical,1,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1,4,3,3,3,3,Medium,25-34
3593,23,No,Travel Rarely,Sales,2,3,Medical,1,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1,4,3,3,3,3,Medium,25-34
1024,35,Yes,Travel Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Research Scientist,Single,19040,1,Y,22,8,1,10,4,10,7,7,3,4,3,3,4,Medium,25-34
2494,35,Yes,Travel Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Research Scientist,Single,19040,1,Y,22,8,1,10,4,10,7,7,3,4,3,3,4,Medium,25-34
3964,35,Yes,Travel Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Research Scientist,Single,19040,1,Y,22,8,1,10,4,10,7,7,3,4,3,3,4,Medium,25-34
236,44,No,Travel Rarely,Sales,29,4,Marketing,1,Male,2,Sales Executive,Single,19510,4,Y,22,8,3,10,4,2,0,2,1,3,4,4,4,Medium,25-34
1706,44,No,Travel Rarely,Sales,29,4,Marketing,1,Male,2,Sales Executive,Single,19510,4,Y,22,8,3,10,4,2,0,2,1,3,4,4,4,Medium,25-34
3176,44,No,Travel Rarely,Sales,29,4,Marketing,1,Male,2,Sales Executive,Single,19510,4,Y,22,8,3,10,4,2,0,2,1,3,4,4,4,Medium,Under 25
183,34,Yes,Travel Frequently,Sales,17,1,Marketing,1,Male,1,Research Director,Divorced,20010,9,Y,22,8,1,11,5,3,0,2,2,1,3,4,4,Medium,Under 25
1653,34,Yes,Travel Frequently,Sales,17,1,Marketing,1,Male,1,Research Director,Divorced,20010,9,Y,22,8,1,11,5,3,0,2,2,1,3,4,4,Medium,Under 25
3123,34,Yes,Travel Frequently,Sales,17,1,Marketing,1,Male,1,Research Director,Divorced,20010,9,Y,22,8,1,11,5,3,0,2,2,1,3,4,4,Medium,25-34
965,24,Yes,Travel Rarely,Sales,6,2,Medical,1,Female,2,Ma0ger,Married,20070,1,Y,12,8,0,1,2,1,0,0,4,3,3,2,3,Medium,25-34
2435,24,Yes,Travel Rarely,Sales,6,2,Medical,1,Female,2,Ma0ger,Married,20070,1,Y,12,8,0,1,2,1,0,0,4,3,3,2,3,Medium,25-34
3905,24,Yes,Travel Rarely,Sales,6,2,Medical,1,Female,2,Ma0ger,Married,20070,1,Y,12,8,0,1,2,1,0,0,4,3,3,2,3,Medium,35-44
141,37,No,No Travel,Research & Development,1,3,Medical,1,Male,3,Laboratory Technician,Married,20080,3,Y,22,8,0,15,5,13,10,7,2,3,3,2,4,Medium,35-44
867,39,No,Travel Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,20080,2,Y,12,8,0,11,3,7,7,6,4,3,3,3,3,Medium,35-44
1611,37,No,No Travel,Research & Development,1,3,Medical,1,Male,3,Laboratory Technician,Married,20080,3,Y,22,8,0,15,5,13,10,7,2,3,3,2,4,Medium,35-44
2337,39,No,Travel Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,20080,2,Y,12,8,0,11,3,7,7,6,4,3,3,3,3,Medium,35-44
3081,37,No,No Travel,Research & Development,1,3,Medical,1,Male,3,Laboratory Technician,Married,20080,3,Y,22,8,0,15,5,13,10,7,2,3,3,2,4,Medium,35-44
3807,39,No,Travel Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,20080,2,Y,12,8,0,11,3,7,7,6,4,3,3,3,3,Medium,35-44
1087,37,No,Travel Rarely,Research & Development,7,2,Medical,1,Male,1,Manufacturing Director,Married,20110,5,Y,13,8,0,16,4,5,0,4,4,1,3,4,3,Medium,35-44
2557,37,No,Travel Rarely,Research & Development,7,2,Medical,1,Male,1,Manufacturing Director,Married,20110,5,Y,13,8,0,16,4,5,0,4,4,1,3,4,3,Medium,35-44
4027,37,No,Travel Rarely,Research & Development,7,2,Medical,1,Male,1,Manufacturing Director,Married,20110,5,Y,13,8,0,16,4,5,0,4,4,1,3,4,3,Medium,25-34
1376,57,No,Travel Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,20130,3,Y,14,8,1,12,5,5,1,4,3,4,1,3,3,Medium,25-34
2846,57,No,Travel Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,20130,3,Y,14,8,1,12,5,5,1,4,3,4,1,3,3,Medium,25-34
4316,57,No,Travel Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,20130,3,Y,14,8,1,12,5,5,1,4,3,4,1,3,3,Medium,Under 25
233,38,No,Travel Rarely,Human Resources,2,4,Medical,1,Male,1,Human Resources,Single,20140,3,Y,17,8,1,8,5,0,0,0,3,1,2,4,3,Medium,Under 25
1703,38,No,Travel Rarely,Human Resources,2,4,Medical,1,Male,1,Human Resources,Single,20140,3,Y,17,8,1,8,5,0,0,0,3,1,2,4,3,Medium,Under 25
3173,38,No,Travel Rarely,Human Resources,2,4,Medical,1,Male,1,Human Resources,Single,20140,3,Y,17,8,1,8,5,0,0,0,3,1,2,4,3,Medium,45-54
1279,36,No,Travel Frequently,Research & Development,3,3,Life Sciences,1,Female,2,Laboratory Technician,Single,20180,1,Y,13,8,0,6,5,6,0,3,2,2,3,3,3,Medium,45-54
2749,36,No,Travel Frequently,Research & Development,3,3,Life Sciences,1,Female,2,Laboratory Technician,Single,20180,1,Y,13,8,0,6,5,6,0,3,2,2,3,3,3,Medium,45-54
4219,36,No,Travel Frequently,Research & Development,3,3,Life Sciences,1,Female,2,Laboratory Technician,Single,20180,1,Y,13,8,0,6,5,6,0,3,2,2,3,3,3,Medium,25-34
832,37,No,Travel Rarely,Research & Development,2,2,Medical,1,Male,1,Research Scientist,Married,20220,1,Y,12,8,0,10,1,10,3,7,1,4,3,3,3,Medium,25-34
2302,37,No,Travel Rarely,Research & Development,2,2,Medical,1,Male,1,Research Scientist,Married,20220,1,Y,12,8,0,10,1,10,3,7,1,4,3,3,3,Medium,25-34
3772,37,No,Travel Rarely,Research & Development,2,2,Medical,1,Male,1,Research Scientist,Married,20220,1,Y,12,8,0,10,1,10,3,7,1,4,3,3,3,Medium,35-44
357,26,Yes,Travel Frequently,Research & Development,22,4,Other,1,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7,3,3,3,3,4,Medium,35-44
1827,26,Yes,Travel Frequently,Research & Development,22,4,Other,1,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7,3,3,3,3,4,Medium,35-44
3297,26,Yes,Travel Frequently,Research & Development,22,4,Other,1,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7,3,3,3,3,4,Medium,25-34
210,37,No,No Travel,Research & Development,7,2,Medical,1,Male,1,Sales Executive,Divorced,20280,1,Y,16,8,1,9,3,9,7,7,1,2,3,3,3,Medium,25-34
1406,43,No,No Travel,Research & Development,6,2,Medical,1,Male,1,Healthcare Representative,Divorced,20280,4,Y,20,8,1,7,2,5,2,2,4,4,4,2,4,Medium,25-34
1680,37,No,No Travel,Research & Development,7,2,Medical,1,Male,1,Sales Executive,Divorced,20280,1,Y,16,8,1,9,3,9,7,7,1,2,3,3,3,Medium,35-44
2876,43,No,No Travel,Research & Development,6,2,Medical,1,Male,1,Healthcare Representative,Divorced,20280,4,Y,20,8,1,7,2,5,2,2,4,0,4,2,4,Medium,35-44
3150,37,No,No Travel,Research & Development,7,2,Medical,1,Male,1,Sales Executive,Divorced,20280,1,Y,16,8,1,9,3,9,7,7,1,2,3,3,3,Medium,35-44
4346,43,No,No Travel,Research & Development,6,2,Medical,1,Male,1,Healthcare Representative,Divorced,20280,4,Y,20,8,1,7,2,5,2,2,4,0,4,2,4,Medium,45-54
1173,38,No,Travel Rarely,Sales,20,4,Medical,1,Female,2,Research Director,Married,20290,3,Y,11,8,1,20,3,18,1,11,2,3,3,2,3,Medium,45-54
2643,38,No,Travel Rarely,Sales,20,4,Medical,1,Female,2,Research Director,Married,20290,3,Y,11,8,1,20,3,18,1,11,2,3,3,2,3,Medium,45-54
4113,38,No,Travel Rarely,Sales,20,4,Medical,1,Female,2,Research Director,Married,20290,3,Y,11,8,1,20,3,18,1,11,2,3,3,2,3,Medium,45-54
676,28,No,Travel Rarely,Sales,1,4,Life Sciences,1,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2,4,1,2,3,3,Medium,45-54
1257,30,No,Travel Frequently,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,20330,1,Y,14,8,1,12,3,12,3,7,3,4,3,1,3,Medium,45-54
2146,28,No,Travel Rarely,Sales,1,4,Life Sciences,1,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2,4,1,2,3,3,Medium,25-34
2727,30,No,Travel Frequently,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,20330,1,Y,14,8,1,12,3,12,3,7,3,4,3,1,3,Medium,25-34
3616,28,No,Travel Rarely,Sales,1,4,Life Sciences,1,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2,4,1,2,3,3,Medium,25-34
4197,30,No,Travel Frequently,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,20330,1,Y,14,8,1,12,3,12,3,7,3,4,3,1,3,Medium,35-44
295,56,No,Travel Rarely,Research & Development,2,4,Medical,1,Male,1,Ma0ger,Married,20420,7,Y,12,8,0,30,6,10,1,1,3,4,2,3,3,Medium,35-44
958,35,No,Travel Frequently,Research & Development,13,3,Life Sciences,1,Male,3,Sales Executive,Single,20420,0,Y,16,8,0,6,2,5,1,4,1,4,4,3,3,Medium,35-44
1765,56,No,Travel Rarely,Research & Development,2,4,Medical,1,Male,1,Ma0ger,Married,20420,7,Y,12,8,0,30,6,10,1,1,3,4,2,3,3,Medium,45-54
2428,35,No,Travel Frequently,Research & Development,13,3,Life Sciences,1,Male,3,Sales Executive,Single,20420,0,Y,16,8,0,6,2,5,1,4,1,4,4,3,3,Medium,45-54
3235,56,No,Travel Rarely,Research & Development,2,4,Medical,1,Male,1,Ma0ger,Married,20420,7,Y,12,8,0,30,6,10,1,1,3,4,2,3,3,Medium,45-54
3898,35,No,Travel Frequently,Research & Development,13,3,Life Sciences,1,Male,3,Sales Executive,Single,20420,0,Y,16,8,0,6,2,5,1,4,1,4,4,3,3,Medium,25-34
9,31,No,Travel Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Laboratory Technician,Married,20440,0,Y,21,8,0,10,2,9,7,8,2,4,3,3,4,Medium,25-34
858,34,No,Travel Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Sales Executive,Single,20440,1,Y,11,8,0,1,2,1,0,0,1,4,1,3,3,Medium,25-34
1479,31,No,Travel Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Laboratory Technician,Married,20440,0,Y,21,8,0,10,2,9,7,8,2,4,3,3,4,Medium,25-34
2328,34,No,Travel Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Sales Executive,Single,20440,1,Y,11,8,0,1,2,1,0,0,1,4,1,3,3,Medium,25-34
